"Start","End","Team","League","Salary","Player","ID","Season"
"1993","94","Utah Jazz","NBA","$1,581,000","Felton Spencer","spencfe01","1993-94"
"1994","95","Utah Jazz","NBA","$1,881,250","Felton Spencer","spencfe01","1994-95"
"1995","96","Utah Jazz","NBA","$2,181,000","Felton Spencer","spencfe01","1995-96"
"1996","97","Golden State Warriors","NBA","$2,694,000","Felton Spencer","spencfe01","1996-97"
"1997","98","Golden State Warriors","NBA","$2,178,099","Felton Spencer","spencfe01","1997-98"
"1998","99","Golden State Warriors","NBA","$1,650,000","Felton Spencer","spencfe01","1998-99"
"1999","00","San Antonio Spurs","NBA","$510,000","Felton Spencer","spencfe01","1999-00"
"2000","01","New York Knicks","NBA","$1,000,000","Felton Spencer","spencfe01","2000-01"
"2001","02","New York Knicks","NBA","$1,000,000","Felton Spencer","spencfe01","2001-02"
"2010","11","San Antonio Spurs","NBA","$3,400,000","Tiago Splitter","splitti01","2010-11"
"2011","12","San Antonio Spurs","NBA","$3,672,000","Tiago Splitter","splitti01","2011-12"
"2012","13","San Antonio Spurs","NBA","$3,944,000","Tiago Splitter","splitti01","2012-13"
"2013","14","San Antonio Spurs","NBA","$10,000,000","Tiago Splitter","splitti01","2013-14"
"2014","15","San Antonio Spurs","NBA","$9,250,000","Tiago Splitter","splitti01","2014-15"
"2015","16","Atlanta Hawks","NBA","$8,500,000","Tiago Splitter","splitti01","2015-16"
"2016","17","Philadelphia 76ers","NBA","$8,550,000","Tiago Splitter","splitti01","2016-17"
"1992","93","Golden State Warriors","NBA","$550,000","Latrell Sprewell","sprewla01","1992-93"
"1993","94","Golden State Warriors","NBA","$700,000","Latrell Sprewell","sprewla01","1993-94"
"1994","95","Golden State Warriors","NBA","$890,000","Latrell Sprewell","sprewla01","1994-95"
"1995","96","Golden State Warriors","NBA","$975,000","Latrell Sprewell","sprewla01","1995-96"
"1996","97","Golden State Warriors","NBA","$7,000,000","Latrell Sprewell","sprewla01","1996-97"
"1997","98","Golden State Warriors","NBA","$7,770,000","Latrell Sprewell","sprewla01","1997-98"
"1998","99","New York Knicks","NBA","$8,300,000","Latrell Sprewell","sprewla01","1998-99"
"1999","00","New York Knicks","NBA","$9,000,000","Latrell Sprewell","sprewla01","1999-00"
"2000","01","New York Knicks","NBA","$10,125,000","Latrell Sprewell","sprewla01","2000-01"
"2001","02","New York Knicks","NBA","$11,250,000","Latrell Sprewell","sprewla01","2001-02"
"2002","03","New York Knicks","NBA","$12,375,000","Latrell Sprewell","sprewla01","2002-03"
"2003","04","Minnesota Timberwolves","NBA","$13,500,000","Latrell Sprewell","sprewla01","2003-04"
"2004","05","Minnesota Timberwolves","NBA","$14,625,000","Latrell Sprewell","sprewla01","2004-05"
"1984","85","Los Angeles Lakers","NBA","$90,000","Larry Spriggs","sprigla01","1984-85"
"1985","86","Los Angeles Lakers","NBA","$135,000","Larry Spriggs","sprigla01","1985-86"
"1998","99","Cleveland Cavaliers","NBA","$287,500","Ryan Stack","stackry01","1998-99"
"1999","00","Cleveland Cavaliers","NBA","$385,000","Ryan Stack","stackry01","1999-00"
"1995","96","Philadelphia 76ers","NBA","$1,987,000","Jerry Stackhouse","stackje01","1995-96"
"1996","97","Philadelphia 76ers","NBA","$2,286,000","Jerry Stackhouse","stackje01","1996-97"
"1997","98","Philadelphia 76ers","NBA","$2,583,360","Jerry Stackhouse","stackje01","1997-98"
"1998","99","Detroit Pistons","NBA","$3,887,000","Jerry Stackhouse","stackje01","1998-99"
"1999","00","Detroit Pistons","NBA","$4,781,250","Jerry Stackhouse","stackje01","1999-00"
"2000","01","Detroit Pistons","NBA","$5,310,000","Jerry Stackhouse","stackje01","2000-01"
"2001","02","Detroit Pistons","NBA","$5,843,750","Jerry Stackhouse","stackje01","2001-02"
"2002","03","Washington Wizards","NBA","$6,375,000","Jerry Stackhouse","stackje01","2002-03"
"2003","04","Washington Wizards","NBA","$6,906,250","Jerry Stackhouse","stackje01","2003-04"
"2004","05","Dallas Mavericks","NBA","$7,437,500","Jerry Stackhouse","stackje01","2004-05"
"2005","06","Dallas Mavericks","NBA","$8,367,187","Jerry Stackhouse","stackje01","2005-06"
"2006","07","Dallas Mavericks","NBA","$9,296,874","Jerry Stackhouse","stackje01","2006-07"
"2007","08","Dallas Mavericks","NBA","$6,750,000","Jerry Stackhouse","stackje01","2007-08"
"2008","09","Dallas Mavericks","NBA","$7,000,000","Jerry Stackhouse","stackje01","2008-09"
"2009","10","Memphis Grizzlies","NBA","$2,000,000","Jerry Stackhouse","stackje01","2009-10"
"2009","10","Milwaukee Bucks","NBA","$668,598","Jerry Stackhouse","stackje01","2009-10"
"2010","11","Miami Heat","NBA","$222,712","Jerry Stackhouse","stackje01","2010-11"
"2011","12","Atlanta Hawks","NBA","$1,352,181","Jerry Stackhouse","stackje01","2011-12"
"2012","13","Brooklyn Nets","NBA","$1,352,181","Jerry Stackhouse","stackje01","2012-13"
"1985","86","Indiana Pacers","NBA","$160,000","Terence Stansbury","stanste01","1985-86"
"1988","89","Golden State Warriors","NBA","$100,000","John Starks","starkjo01","1988-89"
"1990","91","New York Knicks","NBA","$120,000","John Starks","starkjo01","1990-91"
"1991","92","New York Knicks","NBA","$400,000","John Starks","starkjo01","1991-92"
"1992","93","New York Knicks","NBA","$600,000","John Starks","starkjo01","1992-93"
"1993","94","New York Knicks","NBA","$1,112,000","John Starks","starkjo01","1993-94"
"1994","95","New York Knicks","NBA","$1,362,500","John Starks","starkjo01","1994-95"
"1995","96","New York Knicks","NBA","$1,613,000","John Starks","starkjo01","1995-96"
"1996","97","New York Knicks","NBA","$1,913,000","John Starks","starkjo01","1996-97"
"1997","98","New York Knicks","NBA","$5,112,500","John Starks","starkjo01","1997-98"
"1998","99","Golden State Warriors","NBA","$4,000,000","John Starks","starkjo01","1998-99"
"1999","00","Chicago Bulls","NBA","$4,000,000","John Starks","starkjo01","1999-00"
"2000","01","Utah Jazz","NBA","$2,250,000","John Starks","starkjo01","2000-01"
"2001","02","Utah Jazz","NBA","$2,475,000","John Starks","starkjo01","2001-02"
"2014","15","Sacramento Kings","NBA","$2,745,840","Nik Stauskas","stausni01","2014-15"
"2015","16","Philadelphia 76ers","NBA","$2,869,440","Nik Stauskas","stausni01","2015-16"
"2016","17","Philadelphia 76ers","NBA","$2,993,040","Nik Stauskas","stausni01","2016-17"
"2017","18","Brooklyn Nets","NBA","$3,807,147","Nik Stauskas","stausni01","2017-18"
"2018","19","Indiana Pacers","NBA","$1,621,415","Nik Stauskas","stausni01","2018-19"
"2018","19","Cleveland Cavaliers","NBA","$540,472","Nik Stauskas","stausni01","2018-19"
"1998","99","Seattle SuperSonics","NBA","$543,000","Vladimir Stepania","stepavl01","1998-99"
"1999","00","Seattle SuperSonics","NBA","$700,320","Vladimir Stepania","stepavl01","1999-00"
"2000","01","Toronto Raptors","NBA","$749,160","Vladimir Stepania","stepavl01","2000-01"
"2001","02","Miami Heat","NBA","$565,850","Vladimir Stepania","stepavl01","2001-02"
"2002","03","Miami Heat","NBA","$1,350,000","Vladimir Stepania","stepavl01","2002-03"
"2003","04","Portland Trail Blazers","NBA","$751,179","Vladimir Stepania","stepavl01","2003-04"
"2004","05","Portland Trail Blazers","NBA","$1,100,000","Vladimir Stepania","stepavl01","2004-05"
"2016","17","Memphis Grizzlies","NBA","$35,000","D.J. Stephens","stephdj01","2016-17"
"1988","89","Indiana Pacers","NBA","$100,000","Everette Stephens","stephev01","1988-89"
"1997","98","Houston Rockets","NBA","$272,250","Joe Stephens","stephjo01","1997-98"
"1999","00","Vancouver Grizzlies","NBA","$88,441","Joe Stephens","stephjo01","1999-00"
"2010","11","Indiana Pacers","NBA","$750,000","Lance Stephenson","stephla01","2010-11"
"2011","12","Indiana Pacers","NBA","$810,000","Lance Stephenson","stephla01","2011-12"
"2012","13","Indiana Pacers","NBA","$870,000","Lance Stephenson","stephla01","2012-13"
"2013","14","Indiana Pacers","NBA","$1,005,000","Lance Stephenson","stephla01","2013-14"
"2014","15","Charlotte Hornets","NBA","$9,000,000","Lance Stephenson","stephla01","2014-15"
"2015","16","Memphis Grizzlies","NBA","$9,000,000","Lance Stephenson","stephla01","2015-16"
"2016","17","Indiana Pacers","NBA","$4,000,000","Lance Stephenson","stephla01","2016-17"
"2016","17","New Orleans Pelicans","NBA","$1,227,286","Lance Stephenson","stephla01","2016-17"
"2016","17","Minnesota Timberwolves","NBA","$144,386","Lance Stephenson","stephla01","2016-17"
"2017","18","Indiana Pacers","NBA","$4,180,000","Lance Stephenson","stephla01","2017-18"
"2018","19","Los Angeles Lakers","NBA","$4,449,000","Lance Stephenson","stephla01","2018-19"
"2015","16","Los Angeles Clippers","NBA","$61,776","Alex Stepheson","stephal01","2015-16"
"2015","16","Memphis Grizzlies","NBA","$30,888","Alex Stepheson","stephal01","2015-16"
"1984","85","Detroit Pistons","NBA","$100,000","Brook Steppe","steppbr01","1984-85"
"2000","01","Utah Jazz","NBA","$828,120","DeShawn Stevenson","stevede01","2000-01"
"2001","02","Utah Jazz","NBA","$890,280","DeShawn Stevenson","stevede01","2001-02"
"2002","03","Utah Jazz","NBA","$952,320","DeShawn Stevenson","stevede01","2002-03"
"2003","04","Utah Jazz","NBA","$1,616,087","DeShawn Stevenson","stevede01","2003-04"
"2004","05","Orlando Magic","NBA","$2,500,000","DeShawn Stevenson","stevede01","2004-05"
"2005","06","Orlando Magic","NBA","$2,750,000","DeShawn Stevenson","stevede01","2005-06"
"2006","07","Washington Wizards","NBA","$932,015","DeShawn Stevenson","stevede01","2006-07"
"2007","08","Washington Wizards","NBA","$1,033,930","DeShawn Stevenson","stevede01","2007-08"
"2008","09","Washington Wizards","NBA","$3,616,072","DeShawn Stevenson","stevede01","2008-09"
"2009","10","Dallas Mavericks","NBA","$3,886,928","DeShawn Stevenson","stevede01","2009-10"
"2010","11","Dallas Mavericks","NBA","$4,151,786","DeShawn Stevenson","stevede01","2010-11"
"2011","12","New Jersey Nets","NBA","$2,500,000","DeShawn Stevenson","stevede01","2011-12"
"2012","13","Atlanta Hawks","NBA","$2,240,450","DeShawn Stevenson","stevede01","2012-13"
"1997","98","Philadelphia 76ers","NBA","$242,000","Kebu Stewart","stewake01","1997-98"
"1999","00","Dallas Mavericks","NBA","$18,941","Kebu Stewart","stewake01","1999-00"
"1991","92","Washington Bullets","NBA","$130,000","Larry Stewart","stewala01","1991-92"
"1992","93","Washington Bullets","NBA","$500,000","Larry Stewart","stewala01","1992-93"
"1993","94","Washington Bullets","NBA","$600,000","Larry Stewart","stewala01","1993-94"
"1994","95","Washington Bullets","NBA","$700,000","Larry Stewart","stewala01","1994-95"
"1996","97","Seattle SuperSonics","NBA","$247,500","Larry Stewart","stewala01","1996-97"
"1997","98","Sacramento Kings","NBA","$242,000","Michael Stewart","stewami01","1997-98"
"1998","99","Toronto Raptors","NBA","$1,000,000","Michael Stewart","stewami01","1998-99"
"1999","00","Toronto Raptors","NBA","$3,200,000","Michael Stewart","stewami01","1999-00"
"2000","01","Toronto Raptors","NBA","$3,520,000","Michael Stewart","stewami01","2000-01"
"2001","02","Toronto Raptors","NBA","$3,840,000","Michael Stewart","stewami01","2001-02"
"2002","03","Cleveland Cavaliers","NBA","$4,160,000","Michael Stewart","stewami01","2002-03"
"2003","04","Boston Celtics","NBA","$4,480,000","Michael Stewart","stewami01","2003-04"
"2004","05","Boston Celtics","NBA","$4,800,000","Michael Stewart","stewami01","2004-05"
"2011","12","Boston Celtics","NBA","$762,195","Greg Stiemsma","stiemgr01","2011-12"
"2012","13","Minnesota Timberwolves","NBA","$2,575,000","Greg Stiemsma","stiemgr01","2012-13"
"2013","14","New Orleans Pelicans","NBA","$2,676,000","Greg Stiemsma","stiemgr01","2013-14"
"2014","15","Toronto Raptors","NBA","$981,084","Greg Stiemsma","stiemgr01","2014-15"
"1984","85","Indiana Pacers","NBA","$420,000","Steve Stipanovich","stipast01","1984-85"
"1985","86","Indiana Pacers","NBA","$530,000","Steve Stipanovich","stipast01","1985-86"
"1987","88","Indiana Pacers","NBA","$710,000","Steve Stipanovich","stipast01","1987-88"
"1988","89","Indiana Pacers","NBA","$960,000","Steve Stipanovich","stipast01","1988-89"
"1992","93","Denver Nuggets","NBA","$850,000","Bryant Stith","stithbr01","1992-93"
"1993","94","Denver Nuggets","NBA","$1,100,000","Bryant Stith","stithbr01","1993-94"
"1994","95","Denver Nuggets","NBA","$1,375,000","Bryant Stith","stithbr01","1994-95"
"1995","96","Denver Nuggets","NBA","$1,550,000","Bryant Stith","stithbr01","1995-96"
"1996","97","Denver Nuggets","NBA","$3,400,000","Bryant Stith","stithbr01","1996-97"
"1997","98","Denver Nuggets","NBA","$4,030,000","Bryant Stith","stithbr01","1997-98"
"1998","99","Denver Nuggets","NBA","$4,666,000","Bryant Stith","stithbr01","1998-99"
"1999","00","Denver Nuggets","NBA","$5,290,000","Bryant Stith","stithbr01","1999-00"
"2000","01","Boston Celtics","NBA","$5,920,000","Bryant Stith","stithbr01","2000-01"
"2001","02","Cleveland Cavaliers","NBA","$2,000,000","Bryant Stith","stithbr01","2001-02"
"2002","03","Los Angeles Clippers","NBA","$2,000,000","Bryant Stith","stithbr01","2002-03"
"1992","93","Phoenix Suns","NBA","$140,000","Alex Stivrins","stivral01","1992-93"
"2014","15","Sacramento Kings","NBA","$29,843","David Stockton","stockda01","2014-15"
"2017","18","Utah Jazz","NBA","$192,813","David Stockton","stockda01","2017-18"
"1985","86","Utah Jazz","NBA","$150,000","John Stockton*","stockjo01","1985-86"
"1987","88","Utah Jazz","NBA","$278,000","John Stockton*","stockjo01","1987-88"
"1988","89","Utah Jazz","NBA","$300,000","John Stockton*","stockjo01","1988-89"
"1989","90","Utah Jazz","NBA","$1,050,000","John Stockton*","stockjo01","1989-90"
"1990","91","Utah Jazz","NBA","$2,000,000","John Stockton*","stockjo01","1990-91"
"1991","92","Utah Jazz","NBA","$2,100,000","John Stockton*","stockjo01","1991-92"
"1992","93","Utah Jazz","NBA","$2,200,000","John Stockton*","stockjo01","1992-93"
"1993","94","Utah Jazz","NBA","$2,400,000","John Stockton*","stockjo01","1993-94"
"1994","95","Utah Jazz","NBA","$2,600,000","John Stockton*","stockjo01","1994-95"
"1995","96","Utah Jazz","NBA","$2,800,000","John Stockton*","stockjo01","1995-96"
"1996","97","Utah Jazz","NBA","$6,000,000","John Stockton*","stockjo01","1996-97"
"1997","98","Utah Jazz","NBA","$5,000,000","John Stockton*","stockjo01","1997-98"
"1998","99","Utah Jazz","NBA","$4,000,000","John Stockton*","stockjo01","1998-99"
"1999","00","Utah Jazz","NBA","$11,000,000","John Stockton*","stockjo01","1999-00"
"2000","01","Utah Jazz","NBA","$11,000,000","John Stockton*","stockjo01","2000-01"
"2001","02","Utah Jazz","NBA","$7,000,000","John Stockton*","stockjo01","2001-02"
"2002","03","Utah Jazz","NBA","$7,875,000","John Stockton*","stockjo01","2002-03"
"1999","00","Sacramento Kings","NBA","$1,310,400","Peja Stojakovic","stojape01","1999-00"
"2000","01","Sacramento Kings","NBA","$1,480,000","Peja Stojakovic","stojape01","2000-01"
"2001","02","Sacramento Kings","NBA","$5,000,000","Peja Stojakovic","stojape01","2001-02"
"2002","03","Sacramento Kings","NBA","$5,625,000","Peja Stojakovic","stojape01","2002-03"
"2003","04","Sacramento Kings","NBA","$6,250,000","Peja Stojakovic","stojape01","2003-04"
"2004","05","Sacramento Kings","NBA","$6,875,000","Peja Stojakovic","stojape01","2004-05"
"2005","06","Sacramento Kings","NBA","$7,500,000","Peja Stojakovic","stojape01","2005-06"
"2006","07","New Orleans/Oklahoma City Hornets","NBA","$10,800,000","Peja Stojakovic","stojape01","2006-07"
"2007","08","New Orleans Hornets","NBA","$11,664,000","Peja Stojakovic","stojape01","2007-08"
"2008","09","New Orleans Hornets","NBA","$12,528,000","Peja Stojakovic","stojape01","2008-09"
"2009","10","New Orleans Hornets","NBA","$13,392,000","Peja Stojakovic","stojape01","2009-10"
"2010","11","Toronto Raptors","NBA","$14,896,000","Peja Stojakovic","stojape01","2010-11"
"2010","11","Dallas Mavericks","NBA","$636,320","Peja Stojakovic","stojape01","2010-11"
"1997","98","Toronto Raptors","NBA","$272,500","Ed Stokes","stokeed01","1997-98"
"1985","86","Philadelphia 76ers","NBA","$70,000","Greg Stokes","stokegr01","1985-86"
"2014","15","Memphis Grizzlies","NBA","$725,000","Jarnell Stokes","stokeja01","2014-15"
"2015","16","New Orleans Pelicans","NBA","$845,059","Jarnell Stokes","stokeja01","2015-16"
"2016","17","Denver Nuggets","NBA","$150,000","Jarnell Stokes","stokeja01","2016-17"
"2016","17","Los Angeles Clippers","NBA","$543,471","Diamond Stone","stonedi01","2016-17"
"2017","18","Atlanta Hawks","NBA","$1,312,611","Diamond Stone","stonedi01","2017-18"
"2017","18","Chicago Bulls","NBA","$50,000","Diamond Stone","stonedi01","2017-18"
"2011","12","Denver Nuggets","NBA","$473,604","Julyan Stone","stoneju01","2011-12"
"2012","13","Denver Nuggets","NBA","$762,195","Julyan Stone","stoneju01","2012-13"
"2016","17","Indiana Pacers","NBA","$50,000","Julyan Stone","stoneju01","2016-17"
"2017","18","Charlotte Hornets","NBA","$1,524,305","Julyan Stone","stoneju01","2017-18"
"2004","05","New Jersey Nets","NBA","$84,573","Awvee Storey","storeaw01","2004-05"
"2005","06","Washington Wizards","NBA","$641,748","Awvee Storey","storeaw01","2005-06"
"2007","08","Milwaukee Bucks","NBA","$711,517","Awvee Storey","storeaw01","2007-08"
"1995","96","Toronto Raptors","NBA","$1,345,000","Damon Stoudamire","stoudda01","1995-96"
"1996","97","Toronto Raptors","NBA","$1,547,000","Damon Stoudamire","stoudda01","1996-97"
"1997","98","Toronto Raptors","NBA","$1,748,760","Damon Stoudamire","stoudda01","1997-98"
"1998","99","Portland Trail Blazers","NBA","$9,000,000","Damon Stoudamire","stoudda01","1998-99"
"1999","00","Portland Trail Blazers","NBA","$10,125,000","Damon Stoudamire","stoudda01","1999-00"
"2000","01","Portland Trail Blazers","NBA","$11,250,000","Damon Stoudamire","stoudda01","2000-01"
"2001","02","Portland Trail Blazers","NBA","$12,375,000","Damon Stoudamire","stoudda01","2001-02"
"2002","03","Portland Trail Blazers","NBA","$12,375,000","Damon Stoudamire","stoudda01","2002-03"
"2003","04","Portland Trail Blazers","NBA","$12,375,000","Damon Stoudamire","stoudda01","2003-04"
