"Start","End","Age","Team","League","Position","G","MP","PER","True_Shooting_Percentage","three_point_attempt_rate","Free_throw_rate","Offensive_rebound_percentage","Defensive_rebound_percentage","Total_rebound_percentage","Assistant_percentage","Steal_percentage","Block_percentage","Turnover_percentage","UsaGE_percentage","Offensive_win_shares","Defensive_win_shares","win_shares","win_shares_per_48_minutes","Offensive_box_plus_minus","Defensive_box_plus_minus","Box_plus_minus","Value_over_replacement_player","Player","ID","Season"
"2018","19",27,"CLE","NBA","SG",34,979,13.2,0.517,0.35,0.288,2.8,19,10.6,15,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-0.2,-1.2,-1.4,0.1,"Alec Burks","burksal01","2018-19"
"2019","20",28,"TOT","NBA","SF,SG",66,1754,16.7,0.561,0.392,0.345,2.9,14.9,8.7,17.2,1.7,0.9,9.3,23.8,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1,"Alec Burks","burksal01","2019-20"
"2019","20",28,"GSW","NBA","SF",48,1390,16.1,0.552,0.373,0.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,1.6,0.9,2.5,0.085,0.7,-0.6,0.1,0.7,"Alec Burks","burksal01","2019-20"
"2020","21",29,"NYK","NBA","SG",25,617,13.4,0.552,0.515,0.247,2.1,16.3,9.3,12.5,1.5,0.8,9.7,19.9,0.5,0.8,1.4,0.106,-0.2,-0.1,-0.2,0.3,"Alec Burks","burksal01","2020-21"
"2004","05",24,"MEM","NBA","PG",24,219,12.8,0.534,0.183,0.317,0.5,6,3.3,21.9,3.2,0.4,14.9,17.3,0.2,0.3,0.5,0.103,-2.5,2.3,-0.2,0.1,"Antonio Burks","burksan01","2004-05"
"2005","06",25,"MEM","NBA","PG",57,570,5.1,0.367,0.042,0.16,0.9,7,3.9,22.1,2,0,18.9,16.2,-1.1,0.7,-0.4,-0.033,-6.4,-0.4,-6.8,-0.7,"Antonio Burks","burksan01","2005-06"
"2005","06",26,"CHA","NBA","PG",39,340,5.1,0.367,0.614,0.193,1.3,8,4.4,20.8,3.9,0.5,20.8,15.7,-0.6,0.4,-0.2,-0.032,-7.8,1.6,-6.2,-0.4,"Kevin Burleson","burleke01","2005-06"
"1993","94",22,"SAC","NBA","PF",23,143,9.7,0.43,0,0.418,9.7,13.3,11.5,9.7,2.1,1.3,9.7,21.3,-0.1,0.1,0.1,0.02,-5,-0.6,-5.5,-0.1,"Evers Burns","burnsev01","1993-94"
"1993","94",23,"CHH","NBA","SF",51,767,10.4,0.461,0.026,0.299,6.8,12,9.5,11.1,2.4,1.3,14.5,17.2,-0.2,0.7,0.5,0.03,-2.8,0.2,-2.6,-0.1,"Scott Burrell","burresc01","1993-94"
"1994","95",24,"CHH","NBA","SF",65,2014,15,0.571,0.396,0.243,5.9,15.3,10.8,12.6,2,1.4,11.5,17,2.8,2.9,5.6,0.135,1.1,1.1,2.2,2.1,"Scott Burrell","burresc01","1994-95"
"1995","96",25,"CHH","NBA","SF",20,693,13,0.57,0.476,0.272,4.5,12.9,8.6,10.5,2,1.4,15.7,17.9,0.6,0.4,1.1,0.075,0,0.1,0.1,0.4,"Scott Burrell","burresc01","1995-96"
"1996","97",26,"TOT","NBA","SF",57,939,10.3,0.483,0.428,0.28,6.4,13.7,10.1,12.1,1.6,1.5,14.8,17.4,0.3,0.5,0.8,0.042,-1.7,-0.1,-1.8,0,"Scott Burrell","burresc01","1996-97"
"1996","97",26,"CHH","NBA","SF",28,482,10.9,0.489,0.42,0.405,6.2,13.4,9.9,12.2,1.6,1.7,13.9,17.5,0.3,0.4,0.6,0.065,-1.6,0.2,-1.4,0.1,"Scott Burrell","burresc01","1996-97"
"1996","97",26,"GSW","NBA","SF",29,457,9.6,0.476,0.436,0.164,6.5,14.1,10.3,12,1.6,1.3,15.7,17.4,0,0.2,0.2,0.017,-1.9,-0.4,-2.3,0,"Scott Burrell","burresc01","1996-97"
"1997","98",27,"CHI","NBA","SF",80,1096,15.7,0.516,0.384,0.171,8.3,12.4,10.3,9.5,3.1,2.5,11,18.5,1.5,2.2,3.7,0.163,0.4,2.2,2.5,1.3,"Scott Burrell","burresc01","1997-98"
"1998","99",28,"NJN","NBA","SF",32,706,12.6,0.468,0.346,0.202,4.8,14.4,9.3,10.7,3,1.1,9.2,15.6,0.6,0.7,1.4,0.092,-0.7,1.4,0.7,0.5,"Scott Burrell","burresc01","1998-99"
"1999","00",29,"NJN","NBA","SF",74,1336,14.2,0.511,0.554,0.119,5.2,16.5,10.6,8.6,2.6,2.3,7.9,16,1.7,1.5,3.2,0.115,0.2,0.9,1.1,1,"Scott Burrell","burresc01","1999-00"
"1995","96",23,"BOS","NBA","PF",61,495,9,0.448,0,0.547,9.9,14.8,12.3,4.6,1.5,1.4,15.9,21.8,-0.6,0.4,-0.2,-0.018,-5.5,-2,-7.5,-0.7,"Junior Burrough","burroju01","1995-96"
"2018","19",25,"OKC","NBA","SG",32,240,7,0.47,0.329,0.146,1.7,10.7,6,5,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027,-4.9,0.6,-4.3,-0.1,"Deonte Burton","burtode02","2018-19"
"2019","20",26,"OKC","NBA","SF",39,356,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,"Deonte Burton","burtode02","2019-20"
"1990","91",22,"MIA","NBA","SF",76,1928,11.5,0.507,0.039,0.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,0.5,1.6,2.1,0.052,-2.8,-0.7,-3.4,-0.7,"Willie Burton","burtowi01","1990-91"
"1991","92",23,"MIA","NBA","SF",68,1585,13.5,0.522,0.024,0.394,5.3,12,8.6,12,1.4,1.4,14,22.4,1,1,2,0.062,-1.3,-0.8,-2.1,0,"Willie Burton","burtowi01","1991-92"
"1992","93",24,"MIA","NBA","SF",26,451,10.3,0.518,0.106,0.901,5.5,12.5,8.9,5.4,1.5,2.4,20.3,23.7,-0.3,0.4,0.1,0.012,-4.1,-0.9,-5,-0.3,"Willie Burton","burtowi01","1992-93"
"1993","94",25,"MIA","NBA","SF",53,697,15.6,0.526,0.053,0.558,8.1,14,11.1,8.9,1.3,2,13.3,25.1,0.9,0.7,1.6,0.113,-0.7,-1,-1.7,0.1,"Willie Burton","burtowi01","1993-94"
"1994","95",26,"PHI","NBA","SF",53,1564,13.9,0.561,0.454,0.441,3.6,8.6,6.1,10.4,1.1,0.9,14.4,24.1,1.9,0.6,2.6,0.079,0.8,-1.9,-1.1,0.4,"Willie Burton","burtowi01","1994-95"
"1996","97",28,"ATL","NBA","SF",24,380,8.6,0.507,0.397,0.586,3.5,9.2,6.4,4.8,1.2,0.6,15.1,21.3,0.1,0.4,0.5,0.06,-4.3,-0.6,-4.9,-0.3,"Willie Burton","burtowi01","1996-97"
"1984","85",22,"GSW","NBA","SG",47,418,7.4,0.444,0.005,0.41,2.5,5.3,3.8,6.8,2.3,0.5,12.9,23.9,-0.5,0.1,-0.4,-0.043,-6,-1.5,-7.5,-0.6,"Steve Burtt","burttst01","1984-85"
"1991","92",29,"PHO","NBA","SG",31,356,13.4,0.509,0.038,0.338,3.2,7.1,5.2,24,2.2,0.6,15.2,25.3,0.1,0.4,0.5,0.067,-2.3,-0.1,-2.4,0,"Steve Burtt","burttst01","1991-92"
"1984","85",34,"KCK","NBA","PG",65,939,10.5,0.504,0.429,0.148,2.6,4.8,3.7,25.7,1.9,0.1,17.2,11,1,0.2,1.3,0.064,0.2,-0.1,0,0.5,"Don Buse","busedo01","1984-85"
"2002","03",22,"MIA","NBA","SF",78,2858,15.1,0.502,0.104,0.363,5.3,10.9,8,14.1,2.6,0.9,13.8,22.9,1.6,3.6,5.1,0.086,-0.4,1,0.5,1.8,"Caron Butler","butleca01","2002-03"
"2003","04",23,"MIA","NBA","SF",68,2030,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2,0.5,11.4,18.5,-0.2,2.4,2.1,0.05,-2.9,0.1,-2.9,-0.4,"Caron Butler","butleca01","2003-04"
"2004","05",24,"LAL","NBA","SF",77,2746,15.8,0.528,0.126,0.322,6,12.4,9.2,9.3,2.1,0.6,9.9,20.7,4.1,1.2,5.3,0.093,0,-0.7,-0.7,0.9,"Caron Butler","butleca01","2004-05"
"2005","06",25,"WAS","NBA","SF",75,2708,17,0.535,0.11,0.306,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,3.5,2.8,6.3,0.112,0.4,0.1,0.6,1.7,"Caron Butler","butleca01","2005-06"
"2006","07",26,"WAS","NBA","SF",63,2474,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,3.4,1.9,5.3,0.103,1.1,-0.2,0.9,1.8,"Caron Butler","butleca01","2006-07"
"2007","08",27,"WAS","NBA","SF",58,2314,20.7,0.558,0.196,0.278,4.6,15.4,9.8,21.9,3,0.7,12.4,24,4.8,2.4,7.2,0.15,3,1.1,4.1,3.5,"Caron Butler","butleca01","2007-08"
"2008","09",28,"WAS","NBA","SG",67,2585,18.8,0.552,0.194,0.371,5.2,13.8,9.4,19.7,2.2,0.6,14.3,25.9,3.4,1.1,4.5,0.083,2,-1.1,0.9,1.9,"Caron Butler","butleca01","2008-09"
"2009","10",29,"TOT","NBA","SF,SG",74,2783,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,0.6,2.9,3.5,0.061,-1.3,0,-1.3,0.5,"Caron Butler","butleca01","2009-10"
"2009","10",29,"WAS","NBA","SF",47,1853,13.5,0.506,0.137,0.304,4.2,15.6,9.8,9.6,1.9,0.6,12.6,22,0.4,1.7,2.1,0.054,-1.1,-0.2,-1.3,0.3,"Caron Butler","butleca01","2009-10"
"2009","10",29,"DAL","NBA","SG",27,930,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,0.2,1.2,1.4,0.075,-1.6,0.3,-1.3,0.2,"Caron Butler","butleca01","2009-10"
"2010","11",30,"DAL","NBA","SF",29,867,14.2,0.523,0.172,0.233,3.1,12.5,8,9.1,1.7,0.7,10.5,25.1,0.2,1,1.2,0.067,-0.8,0,-0.9,0.2,"Caron Butler","butleca01","2010-11"
"2011","12",31,"LAC","NBA","SF",63,1871,11.7,0.501,0.365,0.152,2.8,12,7.3,6.8,1.5,0.4,9.3,20.4,1.2,1.1,2.3,0.059,-0.8,-1.2,-2,0,"Caron Butler","butleca01","2011-12"
"2012","13",32,"LAC","NBA","SF",78,1879,12.4,0.535,0.458,0.125,2.6,11.4,7.1,6.5,1.4,0.5,8.7,20.2,1.9,1.6,3.6,0.091,-0.1,-1.2,-1.3,0.3,"Caron Butler","butleca01","2012-13"
"2013","14",33,"TOT","NBA","SF",56,1419,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1,9.5,20.1,0.6,1.2,1.8,0.062,-0.6,-0.8,-1.4,0.2,"Caron Butler","butleca01","2013-14"
"2013","14",33,"MIL","NBA","SF",34,821,12.4,0.494,0.415,0.158,2.2,20.5,11,11.9,1.5,1.1,12.1,23.7,-0.2,0.5,0.2,0.014,-1.2,-1.7,-2.9,-0.2,"Caron Butler","butleca01","2013-14"
"2013","14",33,"OKC","NBA","SF",22,598,11.9,0.548,0.548,0.102,1,11.9,6.7,6.4,2,0.8,4,15,0.9,0.7,1.6,0.127,0.2,0.5,0.7,0.4,"Caron Butler","butleca01","2013-14"
"2014","15",34,"DET","NBA","SF",78,1623,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1,2.4,0.07,-1.9,0.1,-1.7,0.1,"Caron Butler","butleca01","2014-15"
"1988","89",22,"NYK","NBA","C",33,140,4.7,0.493,0.063,0.417,7,15.5,11.1,1.8,0.3,0.8,23,20.4,-0.2,0.1,-0.1,-0.034,-7.6,-2.5,-10.1,-0.3,"Greg Butler","butlegr01","1988-89"
"2005","06",20,"NYK","NBA","C",55,740,14.8,0.587,0,0.358,10.9,19.3,15,6.1,1.2,3.4,19.9,19,0.7,0.6,1.2,0.078,-2,-0.8,-2.8,-0.2,"Jackie Butler","butleja01","2005-06"
"2011","12",22,"CHI","NBA","SG",42,359,12.5,0.526,0.139,0.709,7.3,10.1,8.7,5.7,1.6,1,11.9,14.9,0.5,0.6,1.1,0.144,-1.8,0.5,-1.3,0.1,"Jimmy Butler","butleji01","2011-12"
"2012","13",23,"CHI","NBA","SF",82,2134,15.2,0.574,0.205,0.455,7.2,10.4,8.8,8.6,2,1.1,9.2,14.6,4.4,2.6,7,0.158,1,1,2,2.1,"Jimmy Butler","butleji01","2012-13"
"2013","14",24,"CHI","NBA","SG",67,2591,13.5,0.522,0.346,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,2.4,4.6,7.1,0.131,-0.9,2,1.1,2,"Jimmy Butler","butleji01","2013-14"
"2014","15",25,"CHI","NBA","SG",65,2513,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1,7.7,21.6,8.2,3,11.2,0.214,3.4,1.2,4.6,4.2,"Jimmy Butler","butleji01","2014-15"
"2015","16",26,"CHI","NBA","SG",67,2474,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,6.5,2.7,9.1,0.177,3.2,1.2,4.4,3.9,"Jimmy Butler","butleji01","2015-16"
"2016","17",27,"CHI","NBA","SF",76,2809,25.1,0.586,0.198,0.54,4.9,13.2,9,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,0.236,5.6,1.7,7.3,6.6,"Jimmy Butler","butleji01","2016-17"
"2017","18",28,"MIN","NBA","SG",59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,7.1,1.8,8.9,0.198,5,0.7,5.8,4.2,"Jimmy Butler","butleji01","2017-18"
"2018","19",29,"TOT","NBA","SF,SG",65,2185,20.2,0.571,0.213,0.404,6,10.5,8.3,18,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2,"Jimmy Butler","butleji01","2018-19"
"2018","19",29,"PHI","NBA","SF",55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.7,3.1,2.4,"Jimmy Butler","butleji01","2018-19"
"2019","20",30,"MIA","NBA","SF",58,1959,23.6,0.585,0.157,0.693,6.3,15.4,11,28.1,2.6,1.6,11.4,25.1,6.3,2.7,9,0.221,4,1.5,5.4,3.7,"Jimmy Butler","butleji01","2019-20"
"2020","21",31,"MIA","NBA","SF",22,729,25.4,0.571,0.108,0.581,7.2,18,12.8,39.7,2.8,1.2,11.4,27.4,2.3,1.2,3.5,0.233,4.3,2.5,6.8,1.6,"Jimmy Butler","butleji01","2020-21"
"1993","94",23,"WSB","NBA","SG",75,1321,13,0.521,0.012,0.431,9.2,10.7,10,8.9,2,0.9,14.9,19,0.7,0.4,1.1,0.04,-1,-1.4,-2.4,-0.1,"Mitchell Butler","butlemi02","1993-94"
"1994","95",24,"WSB","NBA","SG",76,1554,10,0.506,0.278,0.364,3.1,9.8,6.3,8.8,2,0.5,15.2,19.6,-0.5,0.8,0.3,0.01,-2.9,-0.7,-3.6,-0.6,"Mitchell Butler","butlemi02","1994-95"
"1995","96",25,"WSB","NBA","SG",61,858,7.4,0.446,0.262,0.362,4.1,12,8.1,11.1,2.4,1,20.1,17.3,-1.2,1,-0.2,-0.01,-4.8,0.6,-4.2,-0.5,"Mitchell Butler","butlemi02","1995-96"
"1996","97",26,"POR","NBA","SG",49,465,9,0.503,0.312,0.4,5,8.4,6.8,10,1.5,0.3,15.5,16.9,0.1,0.5,0.6,0.063,-3,0.1,-2.9,-0.1,"Mitchell Butler","butlemi02","1996-97"
"1998","99",28,"CLE","NBA","SG",31,418,12.6,0.549,0.209,0.23,4,9.4,6.7,10.8,2,0.8,15.9,21.2,0.1,0.3,0.5,0.053,-0.7,-1,-1.7,0,"Mitchell Butler","butlemi02","1998-99"
"2003","04",33,"WAS","NBA","SG",41,552,9.3,0.498,0.242,0.194,4.7,9.8,7.2,9.7,2.1,0.5,15.1,12.7,0.2,0.3,0.5,0.048,-2.5,0.2,-2.3,0,"Mitchell Butler","butlemi02","2003-04"
"2002","03",23,"MIA","NBA","SG",72,1514,9.5,0.437,0.299,0.182,2.1,12.3,7.1,11.4,0.8,2.2,11.1,21.6,-1.4,1.4,0.1,0.002,-1.9,-0.6,-2.5,-0.2,"Rasual Butler","butlera01","2002-03"
"2003","04",24,"MIA","NBA","SF",45,675,14,0.586,0.432,0.084,0.7,10,5.3,6.6,0.8,1.5,9.7,20,1,0.5,1.6,0.113,0.8,-0.7,0.1,0.4,"Rasual Butler","butlera01","2003-04"
"2004","05",25,"MIA","NBA","SF",65,1203,10.3,0.488,0.374,0.117,1.5,12.7,7.3,8.1,0.8,1.8,7.9,18.1,0.3,1.4,1.7,0.068,-1.3,-0.2,-1.5,0.1,"Rasual Butler","butlera01","2004-05"
"2005","06",26,"NOK","NBA","SF",79,1875,10.8,0.501,0.382,0.18,3.2,11.8,7.4,3.7,0.9,2,8.7,18.6,0.4,1.3,1.7,0.045,-0.9,-1.1,-2,0,"Rasual Butler","butlera01","2005-06"
"2006","07",27,"NOK","NBA","SF",81,2223,10.8,0.495,0.461,0.11,2.1,11.4,6.7,4.7,1,1.9,7.5,18.3,0.8,1.8,2.6,0.056,-0.5,-0.4,-0.9,0.6,"Rasual Butler","butlera01","2006-07"
"2007","08",28,"NOH","NBA","SF",51,875,8.8,0.46,0.512,0.119,2.1,11.5,6.7,5.9,0.9,1.9,3.5,15.1,0.3,0.8,1.2,0.063,-1.8,-0.1,-1.9,0,"Rasual Butler","butlera01","2007-08"
"2008","09",29,"NOH","NBA","SF",82,2614,11.8,0.541,0.447,0.137,2.3,10.2,6.3,4.8,1.1,2,6.5,16.8,2.2,2.4,4.6,0.084,0,-0.5,-0.5,1,"Rasual Butler","butlera01","2008-09"
"2009","10",30,"LAC","NBA","SF",82,2702,10.7,0.524,0.497,0.167,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17,1.8,0.9,2.7,0.048,-0.8,-1.1,-1.9,0.1,"Rasual Butler","butlera01","2009-10"
"2010","11",31,"TOT","NBA","SG",47,770,6.2,0.446,0.574,0.114,1.5,10.1,5.9,5.3,0.5,1.5,8.8,15.8,-0.5,0.3,-0.1,-0.009,-2.3,-1.5,-3.8,-0.4,"Rasual Butler","butlera01","2010-11"
"2010","11",31,"LAC","NBA","SG",41,744,5.9,0.433,0.571,0.119,1.6,10.3,6,5.5,0.6,1.6,8.5,15.6,-0.5,0.3,-0.2,-0.013,-2.5,-1.5,-4,-0.4,"Rasual Butler","butlera01","2010-11"
"2011","12",32,"TOR","NBA","SF",34,453,4.8,0.398,0.579,0.09,1.6,15.4,8.5,6.8,0.8,0.9,9.8,15.9,-0.6,0.4,-0.2,-0.022,-4,-0.7,-4.7,-0.3,"Rasual Butler","butlera01","2011-12"
"2013","14",34,"IND","NBA","SG",50,378,12.2,0.585,0.564,0.127,1.9,9.9,6.1,7.4,1,1.8,8.7,15.4,0.5,0.6,1.1,0.138,0,0.3,0.3,0.2,"Rasual Butler","butlera01","2013-14"
"2014","15",35,"WAS","NBA","SF",75,1505,11.4,0.531,0.455,0.13,2.1,12.4,7.4,6.5,1,1.2,8.1,17.9,1,1.6,2.6,0.084,-0.5,-0.3,-0.8,0.4,"Rasual Butler","butlera01","2014-15"
"2015","16",36,"SAS","NBA","SF",46,432,13.4,0.558,0.471,0.154,0.8,13.5,7.4,7.7,1.5,4.1,6.7,12.6,0.4,0.9,1.3,0.146,0.4,2.5,2.9,0.5,"Rasual Butler","butlera01","2015-16"
"2017","18",28,"DET","NBA","PG",29,427,12.8,0.498,0.227,0.207,3,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027,-2.3,-0.7,-3.1,-0.1,"Dwight Buycks","buyckdw01","2017-18"
"2005","06",18,"LAL","NBA","C",46,338,7.4,0.394,0,0.329,11.9,16,13.9,4.1,0.6,5,15.3,15,-0.4,0.4,0.1,0.007,-6.1,-0.8,-6.9,-0.4,"Andrew Bynum","bynuman01","2005-06"
"2006","07",19,"LAL","NBA","C",82,1793,15.4,0.593,0.007,0.483,9.2,22.3,15.8,8.2,0.3,5.4,17.6,16.3,2.3,1.9,4.2,0.112,-1.6,0.5,-1,0.5,"Andrew Bynum","bynuman01","2006-07"
"2007","08",20,"LAL","NBA","C",35,1008,22.6,0.659,0,0.397,12.1,26.6,19.6,9.6,0.6,5.1,13,17.5,3,1.8,4.8,0.23,2.9,1.3,4.2,1.6,"Andrew Bynum","bynuman01","2007-08"
"2008","09",21,"LAL","NBA","C",50,1446,20,0.598,0,0.428,10.8,20.1,15.6,7.7,0.6,4.8,12.5,20.7,3.2,2.3,5.5,0.184,0.8,0.3,1.1,1.1,"Andrew Bynum","bynuman01","2008-09"
"2009","10",22,"LAL","NBA","C",65,1977,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,1.1,0.4,1.5,1.8,"Andrew Bynum","bynuman01","2009-10"
"2010","11",23,"LAL","NBA","C",54,1500,21.1,0.606,0,0.506,13.3,24.7,19.2,7.7,0.7,5.4,12.8,17.6,3.8,2.8,6.6,0.21,1.8,1.4,3.2,2,"Andrew Bynum","bynuman01","2010-11"
"2011","12",24,"LAL","NBA","C",60,2112,22.9,0.594,0.006,0.425,10.6,26.1,18.7,7.4,0.7,4,13.9,23.8,4.8,3.3,8,0.183,2.7,0.2,2.9,2.6,"Andrew Bynum","bynuman01","2011-12"
"2013","14",26,"TOT","NBA","C",26,516,15.2,0.456,0,0.218,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,-0.2,0.6,0.4,0.038,-1.4,-0.5,-1.9,0,"Andrew Bynum","bynuman01","2013-14"
"2013","14",26,"CLE","NBA","C",24,480,14.8,0.456,0,0.207,10.7,18.9,14.7,9.6,0.6,4.9,11.9,23.4,-0.2,0.5,0.4,0.036,-1.5,-0.4,-1.9,0,"Andrew Bynum","bynuman01","2013-14"
"2008","09",26,"DET","NBA","PG",57,803,17.4,0.52,0.056,0.348,2.8,8.4,5.5,35.3,2.3,0.2,16.2,27.9,0.5,0.8,1.3,0.078,0.4,-0.3,0.1,0.4,"Will Bynum","bynumwi01","2008-09"
"2009","10",27,"DET","NBA","PG",63,1667,13.8,0.513,0.103,0.333,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,1.3,0.6,1.9,0.054,-1,-1.3,-2.2,-0.1,"Will Bynum","bynumwi01","2009-10"
"2010","11",28,"DET","NBA","PG",61,1125,15.2,0.524,0.123,0.3,1.6,6.7,4,28.6,2.5,0.3,15.3,22.5,1.1,0.4,1.5,0.066,-0.8,-1,-1.9,0,"Will Bynum","bynumwi01","2010-11"
"2011","12",29,"DET","NBA","PG",36,514,10,0.459,0.149,0.33,2.3,11.1,6.5,22.4,2.4,0.5,19.6,24.8,-0.7,0.4,-0.2,-0.022,-4.3,-0.8,-5.1,-0.4,"Will Bynum","bynumwi01","2011-12"
"2012","13",30,"DET","NBA","PG",65,1219,16.6,0.532,0.141,0.243,2.6,6.6,4.6,34.8,2,0.3,17.3,27,1.2,0.5,1.7,0.067,0.6,-1.6,-1,0.3,"Will Bynum","bynumwi01","2012-13"
"2013","14",31,"DET","NBA","PG",56,1054,14.4,0.502,0.144,0.281,2.4,8.2,5.1,32.5,1.9,0.5,17.6,23.8,0.6,0.4,1,0.047,-0.6,-1.5,-2.1,0,"Will Bynum","bynumwi01","2013-14"
"2003","04",22,"PHO","NBA","PF",49,570,8.4,0.461,0.162,0.269,5.2,14.7,9.9,11.6,0.9,1.7,19.7,21.7,-0.7,0.3,-0.4,-0.037,-4.2,-1.4,-5.7,-0.5,"Žarko Cabarkapa","cabarza01","2003-04"
"2004","05",23,"TOT","NBA","PF",40,475,16.9,0.579,0.203,0.367,7.7,16.1,11.7,9,1.1,0.7,12.7,21.9,0.9,0.4,1.3,0.127,0.4,-0.7,-0.4,0.2,"Žarko Cabarkapa","cabarza01","2004-05"
"2004","05",23,"GSW","NBA","PF",37,464,16.5,0.578,0.212,0.376,7.4,16.2,11.6,9.2,1.1,0.8,13.1,21.7,0.8,0.4,1.2,0.124,0.1,-0.6,-0.5,0.2,"Žarko Cabarkapa","cabarza01","2004-05"
"2005","06",24,"GSW","NBA","PF",61,505,9.9,0.472,0.115,0.483,8,16.7,12.3,6.5,1.3,1,14.2,21.7,-0.2,0.5,0.3,0.031,-4.7,-0.6,-5.3,-0.4,"Žarko Cabarkapa","cabarza01","2005-06"
"2018","19",23,"MEM","NBA","PF",34,800,12.4,0.571,0.578,0.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,0.6,0.9,1.5,0.09,-1.1,0.1,-1.1,0.2,"Bruno Caboclo","cabocbr01","2018-19"
"2019","20",24,"TOT","NBA","C",30,244,14.1,0.484,0.371,0.101,10,15.8,12.9,6.8,2.9,6.1,12.3,18,0,0.4,0.4,0.076,-3,0.9,-2.1,0,"Bruno Caboclo","cabocbr01","2019-20"
"2019","20",24,"MEM","NBA","C",22,192,11.9,0.441,0.362,0.043,9.5,14.5,12.1,7.1,2.4,5.5,9.1,16.8,-0.1,0.3,0.2,0.053,-3.4,0.7,-2.7,0,"Bruno Caboclo","cabocbr01","2019-20"
"1995","96",22,"CHI","NBA","PF",57,545,7.9,0.474,0.006,0.42,10.9,12.8,11.9,6.3,1.2,1,20,19.4,-0.4,0.8,0.4,0.038,-6.1,-1.1,-7.1,-0.7,"Jason Caffey","caffeja01","1995-96"
"1996","97",23,"CHI","NBA","PF",75,1405,14.3,0.574,0.003,0.548,11,13.1,12.1,9.3,0.9,0.5,16.9,18.3,2.2,1.7,3.9,0.134,-1.2,-1.2,-2.5,-0.2,"Jason Caffey","caffeja01","1996-97"
"1997","98",24,"TOT","NBA","PF",80,1423,13.9,0.526,0.004,0.429,12.2,14.6,13.4,8,0.9,1,15.9,20.4,1.2,1.6,2.7,0.093,-1.5,-0.8,-2.3,-0.1,"Jason Caffey","caffeja01","1997-98"
"1997","98",24,"CHI","NBA","PF",51,710,14.4,0.548,0.005,0.518,12.2,15.7,14,8,1,1.7,16.4,18.4,0.9,1.1,2,0.138,-1.6,0.1,-1.5,0.1,"Jason Caffey","caffeja01","1997-98"
"1997","98",24,"GSW","NBA","PF",29,713,13.4,0.509,0.004,0.363,12.2,13.4,12.8,8,0.9,0.3,15.5,22.4,0.2,0.5,0.7,0.047,-1.5,-1.7,-3.2,-0.2,"Jason Caffey","caffeja01","1997-98"
"1998","99",25,"GSW","NBA","PF",35,876,10.2,0.481,0.004,0.354,9.4,15.7,12.5,3.6,1.5,0.8,19,20,-0.5,1,0.5,0.028,-3.9,-0.9,-4.8,-0.6,"Jason Caffey","caffeja01","1998-99"
"1999","00",26,"GSW","NBA","PF",71,2159,12.4,0.515,0.003,0.511,8.7,15.2,11.7,9.1,1.4,0.7,17.1,19.4,0.7,0.9,1.6,0.035,-2.3,-1.7,-4,-1.1,"Jason Caffey","caffeja01","1999-00"
"2000","01",27,"MIL","NBA","PF",70,1460,13.7,0.544,0,0.575,10.6,16.8,13.7,5.5,1.4,1.3,14.3,16.6,2.3,1.2,3.5,0.114,-1.2,-1,-2.2,-0.1,"Jason Caffey","caffeja01","2000-01"
